Country,Country_pt,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
Chile,Chile,South America,2004,7.9,9.3,102.465,6.32,94,96,26.9,94,93,0.14,9748,16.01,0.9,1,9.6,0,1,77.4,155,2614,766,559,0,546,792,54,428,36,620,23678,3894,862,576,1893,5,254,51,22062,0,2623,3113,53,536,2390,4507,4200,6541,350,6
Chile,Chile,South America,2005,7.7,9.1,101.273,7.57,94,96,27,92,91,0.15,10210,16.18,0.9,1,9.5,0,1,77.6,148,2702,791,570,0,512,878,57,416,38,598,23624,3732,842,568,1887,58,245,50,22312,0,2644,3226,53,546,2367,4572,4116,6455,344,5
Chile,Chile,South America,2006,7.6,9,100.081,7.33,95,95,27.1,94,94,0.15,10714,16.35,0.9,0.9,9.5,0,1,77.9,139,2797,815,569,0,486,860,50,438,42,579,23593,3652,848,560,1914,18,242,48,22611,0,2660,3301,52,544,2358,4626,4117,6458,343,5
Chile,Chile,South America,2007,7.6,8.9,98.8885,7.39,92,95,27.2,95,96,0.16,11148,16.53,0.9,0.9,9.4,0,1,78.1,141,2908,850,579,0,469,663,48,416,47,560,23903,3726,883,551,1999,15,244,67,23081,0,2707,3421,52,555,2404,4767,4184,6560,374,5
Chile,Chile,South America,2008,7.6,8.9,97.824,7.31,95,89,27.3,95,95,0.17,11447,16.71,0.9,0.9,9.9,0,1,78.3,140,3009,867,563,0,460,769,46,412,48,527,23671,3668,874,547,2050,10,255,46,23382,0,2663,3420,50,539,2395,4753,4218,6595,350,5
Chile,Chile,South America,2009,7.5,8.8,96.76,7.67,94,89,27.3,94,94,0.17,11200,16.89,0.8,0.9,9.9,0,1,78.6,144,3161,925,578,0,460,746,57,458,52,528,24575,3834,905,543,2129,3,276,45,24500,0,2781,3597,49,552,2438,4999,4403,6884,385,5
Chile,Chile,South America,2010,7.4,8.7,95.6955,7.55,92,84,27.4,92,92,0.18,11733,17.06,0.8,0.9,9.8,0,1,78.8,144,3314,988,590,0,427,797,54,451,53,521,25449,3980,857,534,2088,508,300,42,25411,0,2895,3783,44,563,2399,5264,4503,7080,470,5
Chile,Chile,South America,2011,7.3,8.5,94.631,7.02,94,77,27.5,93,94,0.18,12339,17.23,0.8,0.8,9.8,0,1,79,126,3443,1020,574,0,404,801,54,510,54,495,25568,3925,870,518,2031,1,320,40,25919,0,2936,3805,43,548,2354,5336,4493,7123,351,5
Chile,Chile,South America,2012,7.2,8.4,93.5665,8.35,90,74,27.6,90,90,0.19,12973,17.4,0.8,0.8,9.9,0,1,79.2,133,3585,1061,556,0,383,765,58,483,57,481,25914,4026,834,510,1976,1,348,39,26528,0,2999,3954,39,529,2323,5422,4552,7251,345,5
Chile,Chile,South America,2013,7.1,8.3,92,7.23,90,78,27.7,90,91,0.19,13272,17.57,0.8,0.8,9.9,0,1,79.3,123,3735,1100,539,0,372,756,59,547,58,470,26372,4128,798,496,1960,4,381,39,27203,2,3100,4139,38,514,2347,5481,4658,7441,346,5
Chile,Chile,South America,2014,6.9,8.1,90.433,7.92,95,88,27.8,95,95,0.19,13367,17.76,0.8,0.8,10.1,0,1,79.5,131,3886,1131,514,0,366,839,62,539,61,450,26579,4124,834,485,1953,3,408,38,27672,1,3210,4292,36,490,2324,5550,4706,7541,369,5
Chile,Chile,South America,2015,6.7,7.9,88.8665,7.89,97,89,27.9,96,96,0.19,13495,17.97,0.8,0.8,10.3,0,1,79.6,117,4061,1168,512,0,362,821,61,556,64,448,27087,4072,752,486,1963,227,423,37,28354,0,3368,4473,37,487,2314,5685,4803,7708,333,5
China,China,Asia,2000,29.9,36.7,112.89,3.01,60,89,22.4,86,85,0.1,2194,1262.65,5.9,5.1,6.5,0,1,71.4,8341,218436,60241,11293,12,70955,18926,3762,16722,9838,53312,3831636,186499,79733,21077,146044,7175,7891,4454,2265802,19,132114,160396,30838,8425,327545,1139700,162119,285663,11362,4334
China,China,Asia,2001,27.8,34.1,109.9355,2.81,65,89,22.5,86,86,0.1,2360,1271.85,5.7,5,6.5,0,1,71.7,8057,232656,62640,12120,0,65110,16177,3015,16455,9170,48260,3973790,181048,74505,20458,131641,871,6779,4441,2318471,55,137073,169494,30494,9145,300970,1083590,155219,277791,10934,4158
China,China,Asia,2002,25.6,31.5,106.982,2.88,70,88,22.5,86,86,0.1,2558,1280.4,5.5,4.9,6.6,0,1,72.1,8394,208139,57485,10874,9,72888,20659,4207,16364,9981,56959,3669964,186990,87453,21192,150572,611,8901,4447,2214787,392,128147,152838,30105,8098,329237,1145608,164921,288756,11346,4509
China,China,Asia,2003,23.4,28.8,105.496,2.89,75,89,22.6,87,86,0.1,2797,1288.4,5.3,4.7,6.7,0,1,72.4,16947,134438,43357,18083,120,111301,31227,12385,9872,34726,110958,2908756,303378,177316,12527,189269,679,33220,7341,1867021,201,99174,119415,22376,16223,279743,1347045,168580,302427,12911,13143
China,China,Asia,2004,21.4,26.3,104.0095,2.96,79,90,22.7,87,87,0.1,3062,1296.08,5.1,4.6,6.8,0,1,72.7,8193,225852,61781,11739,11,66696,17477,3350,17075,9567,50513,3937801,184317,75901,20738,139061,844,7198,4400,2296328,67,134980,165833,30883,8809,315824,1115828,158710,281834,11152,4212
China,China,Asia,2005,19.4,24,102.5235,2.92,84,84,22.8,87,87,0.1,3391,1303.72,5,4.4,6.9,0,1,73,9502,170967,52138,11457,44,85898,26579,6591,15090,13022,83908,3424698,212944,116266,20915,174712,1029,16432,5309,2113440,25,128162,142274,27533,8610,328533,1275501,177980,314833,12271,6039
China,China,Asia,2006,17.7,21.9,101.037,3.28,91,94,22.8,94,93,0.1,3801,1311.02,4.8,4.3,6.9,0,1,73.3,7553,259217,66761,14487,0,61489,13512,2341,26060,8872,41987,4180060,175523,66013,19893,120453,551,6078,4720,2414868,211,149030,179638,29323,11176,268987,1029418,148056,270036,10738,4171
China,China,Asia,2007,16.2,20.1,99.551,3.89,92,92,22.9,94,93,0.1,4319,1317.89,4.7,4.1,7,0,1,73.6,11265,156132,48660,12952,46,94274,27976,7814,12183,18858,96347,3244006,236188,136597,17825,171193,1094,22164,5962,2010015,2,117231,133206,25301,10418,312967,1310929,175987,312770,11998,8001
China,China,Asia,2008,14.8,18.5,97.3465,4.27,95,95,23,99,97,0.1,4712,1324.66,4.5,4,7,0,1,73.8,7740,249056,65555,13528,0,62733,14194,2340,21784,8980,43438,4120839,175785,63241,20069,123006,1684,6131,4582,2378155,425,145136,177089,29957,10365,279949,1042132,149653,271449,10766,4143
China,China,Asia,2009,13.6,17,95.1415,4.88,99,98,23.1,99,99,0.1,5129,1331.26,4.4,3.8,7.1,0,1,74.1,8824,178510,51900,11083,36,79135,25011,5755,14791,11582,74403,3385035,199008,107583,21167,166258,1999,13769,4909,2106086,0,124587,140943,27420,8283,324080,1204710,174290,305990,11739,5510
China,China,Asia,2010,12.5,15.8,92.937,5.75,99,99,23.2,99,99,0.1,5647,1337.71,4.2,3.6,7.3,0,1,74.4,14740,141288,45240,16332,35,105437,29311,11121,11021,30200,106277,3012156,278187,163780,13981,172785,922,29084,6813,1912694,525,104537,124066,23392,14261,291418,1332957,170622,304363,11924,11459
China,China,Asia,2011,11.5,14.6,90.7325,5.36,99,99,23.3,99,99,0.1,6153,1345.04,4.1,3.5,7.4,0,1,74.7,10297,163879,50802,12030,51,90532,27869,7286,13424,15029,91115,3371112,224538,126027,19906,178314,773,19279,5664,2082868,16,123931,138884,26861,9232,326303,1308091,179149,318172,12410,6840
China,China,Asia,2012,10.6,13.5,88.5285,5.52,99,99,23.4,99,99,0.1,6592,1354.19,3.9,3.3,7.5,0,1,75,8384,197380,54828,10623,15,73624,21775,4534,16310,10288,61286,3523450,187559,93539,21408,154710,88421,10058,4676,2168067,114,125045,146413,28939,7906,327299,1149016,167955,292928,11363,4757
China,China,Asia,2013,9.8,12.5,86.4435,5.62,99,99,23.5,99,99,0.1,7056,1363.24,3.8,3.2,7.5,0,1,75.3,7971,239240,63853,12748,0,63152,15134,2761,17728,8989,46072,4049045,178100,68958,20181,126196,1402,6452,4616,2337453,213,140303,173650,30263,9690,288937,1058374,151718,273718,10851,4160
China,China,Asia,2014,9,11.6,84.358,5.65,99,99,23.6,99,99,0.1,7533,1371.86,3.7,3,7.6,0,1,75.6,8407,187358,52766,10611,21,76277,23339,5014,14992,10723,66462,3413237,190310,99540,21274,159417,1180,11643,4625,2126460,88,123442,142069,27780,7878,324159,1161612,170433,297567,11500,5017
China,China,Asia,2015,8.3,10.7,82.273,5.66,99,99,23.7,99,99,0.1,8016,1379.86,3.6,2.9,7.7,0,1,75.9,12828,148675,47020,14403,60,100416,27998,9215,11773,24847,102321,3131151,255470,150219,15761,164169,1419,25318,6377,1956916,102,111371,128709,24178,12138,301638,1323164,173440,308400,11754,9706
Colombia,Colômbia,South America,2000,21.2,25.1,170.6395,4.52,78,84,24.8,82,79,0.26,3962,39.63,2.6,2.3,6.5,0,1,72.9,780,4756,839,1943,852,1340,33565,700,1991,69,1157,48227,6410,10952,84,2378,212,2195,15,29833,2154,5549,4687,105,1864,7336,9835,2798,7204,299,37
Colombia,Colômbia,South America,2001,20.6,24.3,167.909,4.31,80,83,24.9,83,80,0.23,3966,40.26,2.5,2.3,6.5,0,1,73.2,751,5061,895,1985,1426,1297,34612,640,2206,66,1150,49489,6345,10585,83,2391,97,2009,15,30730,2420,5715,4801,99,1907,7064,10301,2870,7493,291,33
Colombia,Colômbia,South America,2002,19.9,23.5,165.1785,4.32,78,93,25,83,81,0.23,4003,40.88,2.5,2.3,6.5,0,1,73.5,758,5422,1013,2042,960,1415,39612,610,2412,69,1266,54890,6659,10211,89,2729,134,2005,16,34066,3202,6307,5427,98,1962,7709,11562,3291,8474,301,32
Colombia,Colômbia,South America,2003,19.4,22.8,162.7195,4.14,92,70,25.1,92,92,0.22,4099,41.48,2.5,2.2,6.5,0,1,73.8,732,5725,1010,1949,712,1380,26881,595,2597,64,1195,53254,6604,9914,90,2629,160,1872,15,33522,1266,6110,5332,96,1889,7290,11422,3148,8308,282,30
Colombia,Colômbia,South America,2004,18.9,22.1,160.261,4.13,89,70,25.2,89,89,0.21,4257,42.08,2.4,2.2,6.6,0,1,74,715,6041,1050,1870,442,1421,24669,597,2687,63,1192,53954,6702,9627,94,2684,61,1723,15,34187,1603,6065,5467,98,1815,7324,11642,3205,8507,275,29
Colombia,Colômbia,South America,2005,18.3,21.5,157.802,4.27,93,73,25.3,93,93,0.21,4403,42.65,2.4,2.1,6.8,0,1,74.3,689,6357,1065,1776,319,1396,20823,665,2663,63,1123,53137,6708,9323,93,2616,135,1563,15,33884,1657,5825,5316,96,1729,7103,11570,3145,8452,262,27
Colombia,Colômbia,South America,2006,17.8,20.8,155.343,4.43,93,85,25.4,94,93,0.21,4638,43.2,2.3,2.1,6.7,0,1,74.5,670,6743,1134,1704,320,1429,20526,565,2642,65,1127,55002,6862,9001,97,2709,262,1447,15,35159,662,5867,5586,97,1657,7287,12062,3278,8841,263,26
Colombia,Colômbia,South America,2007,17.2,20.2,152.8845,4.54,93,93,25.4,93,93,0.21,4890,43.74,2.3,2.1,7.2,0,1,74.7,630,7097,1169,1591,347,1385,19396,563,2744,68,1092,54706,6738,8568,97,2648,312,1326,15,35397,426,5674,5628,94,1546,7162,12144,3241,8871,248,23
Colombia,Colômbia,South America,2008,16.7,19.5,151.1495,4.35,92,70,25.5,92,92,0.19,4992,44.25,2.3,2,7.3,0,1,75,620,7500,1242,1580,131,1393,19350,398,2701,74,1066,55878,6782,8145,100,2713,163,1214,15,36675,337,5644,5940,94,1532,7270,12640,3320,9171,239,21
Colombia,Colômbia,South America,2009,16.2,18.9,149.414,4.24,92,71,25.6,92,92,0.2,4993,44.75,2.2,2,7.3,0,1,75.2,578,7923,1334,1560,129,1403,19711,586,2646,80,1058,58098,7026,7713,106,2840,116,1109,16,38780,526,5644,6391,93,1512,7601,13267,3472,9627,237,19
Colombia,Colômbia,South America,2010,15.7,18.3,147.6795,4.22,88,74,25.7,88,88,0.21,5163,45.22,2.2,2,7.4,0,1,75.4,536,8360,1388,1507,197,1344,18921,483,2741,84,1001,58524,7017,7134,112,2791,458,995,16,39577,498,5553,6690,92,1459,7479,13544,3467,9702,221,17
Colombia,Colômbia,South America,2011,15.2,17.7,145.9445,4.3,85,76,25.8,85,85,0.22,5468,45.66,2.2,2,7.5,0,1,75.7,474,8807,1405,1419,103,1236,18200,394,2664,89,934,57421,6836,6565,116,2651,588,895,15,39304,270,5351,6763,87,1373,7179,13485,3321,9441,204,15
Colombia,Colômbia,South America,2012,14.7,17.1,144.2095,4.37,92,80,25.9,91,91,0.21,5631,46.08,2.1,1.9,7.6,0,1,75.9,439,9327,1457,1385,153,1184,17642,418,2564,98,930,58415,6933,6225,117,2653,173,857,15,40320,395,5363,7114,87,1338,7256,13797,3346,9548,199,14
Colombia,Colômbia,South America,2013,14.3,16.6,142.829,4.32,91,72,26,91,91,0.2,5867,46.5,2.1,1.9,7.8,0,1,76.1,419,9883,1508,1341,114,1130,16960,584,2657,105,925,59367,7035,5868,112,2628,102,843,15,41125,277,5366,7385,86,1296,7314,14155,3347,9594,193,14
Colombia,Colômbia,South America,2014,13.8,16,141.448,4.22,90,88,26,90,90,0.19,6069,46.97,2.1,1.9,8,0,1,76.3,406,10454,1558,1305,120,1077,15393,536,2634,102,924,60498,7108,5549,111,2623,127,839,15,41977,299,5460,7652,67,1263,7343,14546,3344,9680,219,13
Colombia,Colômbia,South America,2015,13.4,15.5,140.0675,4.16,91,86,26.1,91,91,0.19,6176,47.52,2.1,1.9,8.1,0,1,76.5,402,11105,1650,1305,133,1055,15181,689,2641,109,941,63204,7406,5250,112,2691,180,848,16,43656,247,5737,8180,67,1261,7557,15212,3489,10070,192,13
"Congo, Dem. Rep.",Congo,Africa,2000,106.5,159.3,344.252,2.05,69,64,20.7,42,40,1.07,351,47.11,12.4,12.3,3.3,0,1,50,438,135,46,472,2863,135,184,473,8238,13,2723,4800,2317,2293,35,334,0,3795,20,1953,500,711,461,65,446,1359,860,758,1245,80,45
"Congo, Dem. Rep.",Congo,Africa,2001,104.4,154.9,338.642,2.05,69,64,20.8,30,30,1.01,334,48.43,12.2,12.1,3.5,0,1,50.7,422,141,46,449,2821,126,176,449,8320,13,2568,4700,2221,2340,34,315,0,3756,19,1912,3,702,451,62,427,1293,833,746,1228,77,43
"Congo, Dem. Rep.",Congo,Africa,2002,102.2,150.4,333.0325,2.33,69,64,20.9,40,38,0.95,334,49.87,12.1,11.9,3.7,0,1,51.4,422,149,46,437,2701,123,177,454,8343,12,2435,4657,2162,2392,33,306,0,3764,19,1908,235,700,449,60,416,1278,820,750,1233,75,42
"Congo, Dem. Rep.",Congo,Africa,2003,99.9,145.7,325.9935,2.26,69,64,21,47,41,0.89,342,51.43,11.9,11.7,3.9,0,1,52.1,435,159,48,430,2737,123,187,504,8296,13,2404,4779,2148,2449,34,316,0,3794,19,1976,44,724,464,62,410,1337,834,785,1289,77,42
"Congo, Dem. Rep.",Congo,Africa,2004,97.5,140.9,318.9535,2.03,69,64,21.1,52,54,0.83,354,53.07,11.7,11.5,4.1,0,1,52.9,429,168,49,419,2732,121,190,528,8205,13,2313,4872,2118,2500,35,319,0,3797,18,2029,9,741,471,62,400,1354,842,810,1328,77,42
"Congo, Dem. Rep.",Congo,Africa,2005,95.2,136.1,311.914,2.28,69,64,21.1,60,60,0.78,364,54.79,11.5,11.3,4.3,0,1,53.7,440,177,50,420,2714,124,198,560,7905,14,2240,4937,2125,2550,36,323,1,3892,19,2089,15,754,480,63,401,1398,846,836,1371,78,43
"Congo, Dem. Rep.",Congo,Africa,2006,92.8,131.4,304.8745,2.68,69,64,21.2,62,62,0.74,371,56.58,11.3,11.1,4.5,0,1,54.4,439,184,52,409,2545,121,201,571,7562,14,2203,5040,2116,2579,37,326,6,3865,18,2151,0,773,491,63,390,1407,853,859,1408,79,42
"Congo, Dem. Rep.",Congo,Africa,2007,90.4,126.7,297.835,2.91,70,64,21.3,72,70,0.68,381,58.45,11.1,1.9,4.8,0,1,55.1,442,191,54,401,2338,120,207,573,7285,14,2207,5171,2125,2614,38,332,0,3870,19,2221,2,795,503,63,383,1432,864,884,1452,80,40
"Congo, Dem. Rep.",Congo,Africa,2008,88.1,122.3,292.737,3.23,65,64,21.4,64,65,0.62,392,60.41,1.8,1.7,5,0,1,55.7,442,199,55,395,2108,120,211,573,6685,15,2208,5320,2135,2645,39,337,0,3790,19,2295,1,819,517,64,377,1449,875,903,1487,80,38
"Congo, Dem. Rep.",Congo,Africa,2009,85.8,118,287.64,3.45,72,64,21.5,78,72,0.58,390,62.45,1.6,1.4,5.2,0,1,56.4,398,208,57,386,1942,119,216,580,6178,15,2187,5417,2130,2678,40,342,0,3636,19,2362,100,839,529,65,369,1461,880,915,1510,81,37
"Congo, Dem. Rep.",Congo,Africa,2010,83.5,113.8,282.542,4.02,60,64,21.6,76,60,0.53,404,64.56,1.4,1.2,5.4,0,1,56.9,386,217,59,370,1904,115,217,575,5966,16,2121,5505,2099,2696,41,344,0,3364,19,2431,0,857,539,64,352,1449,882,918,1512,81,35
"Congo, Dem. Rep.",Congo,Africa,2011,81.3,109.9,277.445,4.19,74,64,21.6,77,74,0.49,418,66.76,1.2,1,5.6,0,1,57.4,372,226,61,356,1968,109,210,542,5771,16,2050,5611,2077,2691,42,343,0,3122,18,2502,1,880,548,63,339,1418,886,917,1507,80,34
"Congo, Dem. Rep.",Congo,Africa,2012,79.1,106.1,272.347,4.4,75,64,21.7,76,75,0.46,433,69.02,1,9.8,5.8,0,1,57.9,324,237,64,349,2017,110,219,527,5768,17,2051,5796,2068,2660,44,356,19,2924,19,2618,2,919,570,65,332,1463,903,935,1534,82,34
"Congo, Dem. Rep.",Congo,Africa,2013,77,102.5,268.2395,4.43,74,64,21.8,74,74,0.42,454,71.36,9.9,9.6,6,0,1,58.4,314,247,67,336,2053,106,221,509,5848,18,2046,5965,2059,2597,45,364,0,2683,19,2721,42,953,588,65,320,1469,916,946,1547,83,34
"Congo, Dem. Rep.",Congo,Africa,2014,75,99.2,264.131,4.52,80,64,21.9,79,80,0.37,481,73.77,9.7,9.5,6.2,0,1,58.8,310,256,69,327,2076,104,225,489,5803,19,2055,6152,2060,2527,47,371,0,2468,19,2822,11,985,607,66,310,1478,927,958,1564,83,33
"Congo, Dem. Rep.",Congo,Africa,2015,73,95.9,260.0235,4.47,81,64,21.9,78,81,0.35,497,76.24,9.5,9.3,6.4,0,1,59.3,303,266,71,312,2045,100,227,460,5420,20,2035,6285,2040,2423,48,376,0,2310,19,2908,0,1014,623,66,296,1470,933,969,1579,83,32
Costa Rica,Costa Rica,Central America and Caribbean,2000,11.1,13.1,98.9985,4.24,89,86,25.8,80,88,0.13,7678,3.96,2.4,2.3,8,0,1,77.5,43,587,109,17,0,156,247,29,148,13,74,4362,396,419,56,297,11,105,2,3396,0,335,686,8,15,698,941,569,1060,19,3
Costa Rica,Costa Rica,Central America and Caribbean,2001,10.5,12.6,98.266,4.25,80,86,25.9,92,91,0.13,7805,4.03,2.3,2.2,8,0,1,77.6,37,865,156,20,0,133,467,20,156,16,51,5127,421,357,68,341,51,90,2,4587,0,356,1024,8,18,720,1058,722,1323,19,3
Costa Rica,Costa Rica,Central America and Caribbean,2002,10.1,12.1,97.533,4.16,94,86,26,94,94,0.14,7940,4.1,2.2,2.2,8,0,1,77.7,34,1065,173,20,0,122,488,22,190,17,43,5454,531,303,73,330,1,108,2,4924,0,403,1091,8,18,746,1127,767,1426,19,3
Costa Rica,Costa Rica,Central America and Caribbean,2003,10,11.8,96.955,4.05,86,86,26.1,88,88,0.14,8158,4.16,2.2,2.1,7.9,0,1,77.9,43,660,120,17,0,137,299,26,150,12,60,4353,366,356,60,306,6,89,2,3630,0,345,778,8,15,657,932,578,1077,20,3
Costa Rica,Costa Rica,Central America and Caribbean,2004,9.9,11.5,96.3765,4.08,89,85,26.2,90,90,0.15,8395,4.23,2.1,2,7.9,0,1,78,41,613,115,18,0,152,281,28,165,13,71,4452,395,390,57,315,3,101,2,3562,0,371,742,8,15,699,975,591,1096,19,3
Costa Rica,Costa Rica,Central America and Caribbean,2005,9.9,11.3,95.7985,4.11,90,86,26.3,91,91,0.15,8606,4.29,2,2,7.9,0,1,78.1,35,959,160,20,0,126,436,22,186,17,46,5153,453,332,69,334,7,95,2,4650,0,352,1025,8,18,723,1055,711,1328,18,3
Costa Rica,Costa Rica,Central America and Caribbean,2006,9.8,11.2,95.22,4.19,88,86,26.4,89,89,0.16,9110,4.35,2,1.9,7.9,0,1,78.2,42,545,101,17,0,154,237,29,151,12,82,4347,427,420,56,268,2,111,2,3284,0,329,607,9,15,689,950,538,1013,47,3
Costa Rica,Costa Rica,Central America and Caribbean,2007,9.7,11.1,94.6415,4.25,89,84,26.5,89,89,0.16,9725,4.4,1.9,1.9,8.1,0,1,78.4,40,720,124,16,0,126,317,15,137,13,51,4252,350,377,65,303,19,80,2,3679,0,309,785,7,15,659,896,587,1079,17,3
Costa Rica,Costa Rica,Central America and Caribbean,2008,9.5,10.9,93.787,4.29,89,89,26.6,89,90,0.16,10053,4.46,1.9,1.8,8.4,0,1,78.5,36,908,155,20,0,128,451,19,154,17,48,5036,425,345,68,331,4,89,2,4542,0,344,1002,8,18,701,1035,701,1300,18,3
Costa Rica,Costa Rica,Central America and Caribbean,2009,9.3,10.7,92.9325,4.14,87,84,26.7,80,86,0.17,9838,4.52,1.9,1.8,8.4,0,1,78.6,33,802,135,17,0,119,412,16,138,14,47,4469,357,334,65,305,22,81,2,4045,0,314,875,7,15,653,925,627,1150,16,3
Costa Rica,Costa Rica,Central America and Caribbean,2010,9.2,10.5,92.078,3.74,89,79,26.8,93,88,0.18,10237,4.58,1.8,1.8,8.3,0,1,78.8,35,764,132,17,0,128,378,19,153,14,51,4449,354,355,67,310,12,78,2,3905,0,320,847,7,15,676,926,622,1135,17,2
Costa Rica,Costa Rica,Central America and Caribbean,2011,8.9,10.2,91.2235,3.21,84,80,26.9,82,85,0.18,10559,4.63,1.8,1.7,8.4,0,1,78.9,35,1121,182,21,0,131,558,22,163,20,43,5719,593,292,76,357,0,116,2,5181,0,465,1159,8,19,800,1189,821,1519,20,3
Costa Rica,Costa Rica,Central America and Caribbean,2012,8.6,9.9,90.369,3.17,91,95,27,90,91,0.18,10945,4.69,1.8,1.7,8.5,0,1,79.1,41,696,130,18,0,143,336,27,168,14,60,4628,374,364,65,338,0,86,2,3914,0,350,848,8,16,713,967,639,1166,19,3
Costa Rica,Costa Rica,Central America and Caribbean,2013,8.2,9.6,88.8035,3.02,94,92,27.1,95,95,0.19,11090,4.74,1.7,1.7,8.5,0,1,79.2,34,1011,167,20,0,122,452,17,176,18,44,5306,491,317,70,335,0,101,2,4815,0,377,1058,8,18,726,1090,745,1384,18,3
Costa Rica,Costa Rica,Central America and Caribbean,2014,7.9,9.3,87.237,3.12,91,90,27.2,91,91,0.19,11355,4.8,1.7,1.7,8.6,0,1,79.4,45,568,108,16,0,156,243,28,167,12,80,4471,421,431,56,276,1,112,2,3417,1,342,662,9,13,695,979,556,1050,19,3
Costa Rica,Costa Rica,Central America and Caribbean,2015,7.7,9.1,85.6715,3.19,92,90,27.3,92,92,0.19,11643,4.85,1.7,1.7,8.8,0,1,79.6,41,640,122,18,0,149,280,28,148,14,68,4585,394,369,61,330,10,98,2,3717,0,378,802,8,15,707,991,611,1133,21,3
Ecuador,Equador,South America,2000,24.7,29.5,158.027,4.01,36,95,25.3,83,87,0.23,4209,12.68,1.6,1.5,7,0,1,72.8,263,1365,290,1217,1184,590,2365,253,351,33,1348,11488,4472,4858,440,839,81,1153,8,8674,0,2314,2922,73,1133,2874,1687,1988,3845,174,14
Ecuador,Equador,South America,2001,23.4,28,156.506,4.19,69,95,25.4,90,89,0.22,4299,12.91,1.6,1.5,7,0,1,73.1,232,1404,303,1157,861,589,2505,211,474,32,1226,11382,4431,4688,444,869,108,1067,9,8802,0,2291,3095,70,1072,2954,1712,2045,3899,173,14
Ecuador,Equador,South America,2002,22.4,26.6,154.9855,3.98,75,95,25.5,88,88,0.21,4397,13.14,1.5,1.4,7.1,0,1,73.4,238,1481,351,1175,410,644,2728,250,564,37,1258,12815,4755,4542,468,1001,95,1045,9,9989,0,2664,3696,74,1078,3300,1911,2294,4318,184,15
Ecuador,Equador,South America,2003,21.5,25.4,152.0585,4.04,82,95,25.7,97,87,0.2,4441,13.37,1.5,1.4,7.1,0,1,73.6,232,1546,386,1127,207,667,2904,263,636,39,1244,13616,4898,4359,476,1087,22,1014,10,10762,0,2884,4117,74,1024,3507,2048,2476,4607,188,15
Ecuador,Equador,South America,2004,20.7,24.4,149.1315,4.09,88,95,25.8,90,88,0.2,4725,13.6,1.5,1.3,7.2,0,1,73.9,222,1609,418,1069,99,661,3065,257,727,39,1210,14160,4998,4176,482,1168,27,974,10,11309,0,3023,4360,72,960,3681,2176,2635,4841,190,15
Ecuador,Equador,South America,2005,19.9,23.5,146.204,3.9,92,95,25.9,89,92,0.18,4893,13.83,1.4,1.3,7.3,0,1,74.1,212,1651,454,1021,32,673,3228,267,862,43,1223,15031,5121,3936,489,1277,25,911,11,12035,0,3236,4700,73,902,4006,2329,2813,5112,193,15
Ecuador,Equador,South America,2006,19.2,22.6,143.277,3.88,96,96,26,92,96,0.18,5023,14.06,1.4,1.3,7.3,0,1,74.3,204,1691,485,966,21,681,3287,276,988,43,1161,15516,5205,3791,474,1331,49,836,11,12616,0,3383,4946,73,840,4189,2432,2940,5296,191,15
Ecuador,Equador,South America,2007,18.5,21.7,140.35,3.99,94,95,26.1,95,96,0.17,5048,14.3,1.4,1.3,7.3,0,1,74.5,198,1735,506,908,14,685,3304,281,945,43,1076,15814,5253,3676,462,1401,18,747,11,13076,0,3494,5152,74,782,4425,2496,3032,5432,191,15
Ecuador,Equador,South America,2008,17.7,20.8,138.1625,4.12,93,94,26.2,94,96,0.17,5281,14.54,1.3,1.2,7.9,0,1,74.7,190,1797,527,856,4,726,3324,286,979,47,1021,16177,5280,3512,449,1472,66,691,12,13517,25,3623,5369,75,729,4682,2585,3115,5579,208,14
Ecuador,Equador,South America,2009,17,19.9,135.975,4.2,91,99,26.4,91,94,0.16,5225,14.77,1.3,1.2,7.9,0,1,74.9,181,1861,539,796,6,689,3278,298,1023,48,982,16361,5232,3304,430,1514,33,648,13,13795,0,3741,5518,75,673,4820,2659,3162,5677,193,14
Ecuador,Equador,South America,2010,16.3,19,133.788,3.97,90,91,26.5,88,91,0.16,5324,15.01,1.3,1.2,7.9,0,1,75.1,156,1928,563,767,3,705,3126,310,1051,49,938,16791,5224,3192,413,1551,45,609,13,14163,0,3904,5690,75,644,4934,2780,3223,5796,192,14
